index,value
1,0.01
2,-0.005754330431314007
3,0.00908356333278104
4,0.000145503513876553
5,-0.03239676930301359
6,-0.04679667975884565
7,-0.005936611865926781
8,-0.015284651602656536
9,0.008713611736933843
10,-0.07388889365265834
11,0.0263874043350765
12,0.030615625243110504
13,0.015094755616809263
14,0.058732404943724746
15,-0.008175777823583738
16,-0.024454860906254913
17,-0.0026709516054932198
18,0.0028437523951014756
19,-0.0185835148617954
20,-0.05961755227959758
21,0.009130257808534216
22,-0.004352444581128601
23,-0.019415970238015494
24,-0.0018537542740529617
25,-0.003403290506977096
26,0.007631451805848128
27,-0.009806296242546099
28,0.004156621786658884
29,-0.02626599610336174
30,0.03131526542087336
31,0.027680921325517093
32,0.039953076765810794
33,-0.023457805381515397
34,-0.006999377269156397
35,0.018013168014310084
36,0.021891127888347503
37,0.02224588412502986
38,0.004331334120991022
39,0.006073306031722922
40,-0.03110854781335465
41,-0.014112094231104351
42,-0.004124042794692335
43,-0.02935838566293917
44,-0.047950147953211786
45,0.007968815600130255
46,0.013388490375638494
47,0.006295669338110487
48,0.024602325410719713
49,-0.011564525144656479
50,0.0034381807561832014
51,-0.03064568518334919
52,0.057435406757404925
53,-0.007079070683493151
54,0.0006327720088134709
55,0.020181427339028505
56,0.0002751200165551109
57,0.029642239685787157
58,0.01386150311657037
59,0.019351682149768932
60,-0.011966571653004347
61,0.014761878825843686
62,-0.007642855484543508
63,-0.011376907842153821
64,-0.027981690450649483
65,0.012959014683882438
66,-0.015268911644663825
67,0.04385329082121915
68,-0.0326991208663106
69,-0.022540537900928907
70,-0.05884735929788262
71,-0.00022379578078217873
72,0.05476152386874391
73,-0.024241265522267002
74,0.03561732786200205
75,-0.012554567570739162
76,-0.007386029895387733
77,-0.027227260823779714
78,-0.01505050180781248
79,0.019613214314814595
80,-0.04843059028428692
81,-0.011241592245037364
82,0.03069209674342277
83,0.023062001758753538
84,-0.010940026374083827
85,0.02123747526987374
86,-0.04358098354747152
87,0.02342186329451525
88,-0.031667666017512225
89,0.008725038372283006
90,0.032559867076407734
91,0.03830119447886449
92,-0.00609227395623297
93,0.012688027311092101
94,0.008754205649255779
95,-0.027060572203525705
96,0.006509530208634336
97,0.022906724689131984
98,0.016655586240352165
99,0.010338375122109542
100,0.016644702393698224
101,0.008675872075288941
102,0.043512767284813104
103,-0.017784558973101546
104,-0.0327522462402272
105,-0.03297291882511738
106,-0.057284598080395634
107,-0.035282053125745526
108,-0.01247924743964319
109,-0.045075663896084965
110,0.03139157511691499
111,0.03531074401710321
112,0.03910430552968077
113,0.02650958844142288
114,0.005069564936709534
115,0.0019536347242772017
116,0.06192785659780154
117,0.01087030140373351
118,-0.0037173192770342464
119,0.008371487900198761
120,-0.0005306235425730396
121,-0.03042443046837315
122,0.027000306684556514
123,-0.008245312261694523
124,0.02734510915792678
125,0.04966613750988358
126,-0.029651374452957596
127,0.07683775178708759
128,0.022888903888560547
129,0.03156945685965592
130,0.003940668743462742
131,-0.00239389236046135
132,-0.005456884715364145
133,0.035423520016732386
134,-0.010556213385945194
135,-0.0031215518078979987
136,0.02583424920904767
137,0.0024958940913258495
138,0.01674033053474841
139,-0.015213782595751322
140,0.032182812183858794
141,0.031491967556216346
142,-0.027938549917296603
143,-0.04863968617412885
144,-0.015317438728016792
145,0.008039782964902464
146,-0.021095483470670414
147,-0.022532258628526734
148,-0.024296753982392297
149,-0.020788504498994113
150,0.005039071031158686
151,0.038161622803760856
152,-0.027795890955432986
153,-0.03098108151713195
154,0.02104734713695644
155,-0.027972195859233814
156,-0.006934513212958532
157,-0.013510111755028665
158,-0.06351498522081292
159,-0.040216952984524774
160,-0.011511264532744883
161,-0.007979824075097768
162,0.028156655407986113
163,-0.043730590840591776
164,-0.0029208792536545777
165,0.012847576298928088
166,-0.020248370987515477
167,-0.03720325384445828
168,0.007967091251325616
169,0.045554800219815395
170,-0.014565690462942552
171,0.0006703135276364823
172,0.014977473383136446
173,0.008931655855488864
174,0.0369913825395895
175,-0.03622901128919229
176,0.012514763774820399
177,-0.011065333581840045
178,-0.017878355390334992
179,0.0145715259875362
180,0.03445371959885052
181,0.021742893662170575
182,-0.005926556423794477
183,-0.019339225605589986
184,-0.014423305497637767
185,-0.0006702019210856213
186,-0.01572018529691218
187,-0.0034529144616786923
188,-0.001353999071618297
189,0.03867576102845841
190,0.009001948011473675
191,-0.013987068970732514
192,-0.03192419123884176
193,-0.03557543516917906
194,-0.030369370832900505
195,0.010974281951641313
196,-0.021610798585345106
197,-0.005256069553814419
198,0.028771627109178893
199,-0.016481350355612302
200,0.03568396337072551
201,0.0056526950608477055
202,-0.017342767284197282
203,0.0006074325923422968
204,0.003438540716478603
205,0.007215069470359875
206,-0.006502592122991988
207,-0.0053441895639885495
208,0.01282823286906146
209,-0.038814201936706504
210,0.00794845721774116
211,0.04149676351407847
212,0.018752842632910025
213,-0.02902935527354232
214,-0.012015839032159348
215,0.0023526967154050833
216,-0.00195532740233306
217,0.014455955191289203
218,0.00853037768701659
219,-0.035921411769785916
220,-0.003420012880605623
221,0.029829510542956586
222,-0.03154088322500524
223,-0.02623785537246421
224,0.0202013566938636
225,-0.005817941153797523
226,-0.037607943707881154
227,0.010128097248558295
228,0.014278001852435203
229,-0.002055925483607039
230,0.08521047577085739
231,0.04281914723778412
232,-0.014989641126741192
233,0.02911295673392828
234,0.004562959944973758
235,0.007616438993870818
236,-0.012138634972446355
237,-0.010868875500770295
238,0.02362882395267332
239,0.0072829338317441355
240,-0.0055304529507048976
241,0.002998378967086262
242,0.005945858155613451
243,-0.021517906535624305
244,-0.047920929008027045
245,-0.014806134126919022
246,-0.025004278550472256
247,0.001315520149721204
248,-0.023507593568365147
249,0.02948799857622848
